ts,event,ticker,option,contracts,limit,dte,rating,align,score,order_id,entry,exit,pnl_usd,reason,m_rating,m_align,m_score,m_delta,m_iv,m_spread_pct
2026-07-16T11:45:14,entry,QQQ,QQQ260716P00713000,1,3.44,0,-7,RIDE_both,0.7464,DRY,,,,,,,,,,
