Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
109,Exit short,2026-06-23 05:45,flip,73.53,4,29512,80,0.27,518,1.75,-54,-0.18,4309,0.43,81
109,Entry short,2026-06-22 23:00,S,73.78,4,29512,80,0.27,518,1.75,-54,-0.18,4309,0.43,81
110,Exit long,2026-06-23 16:45,session 4:45,73.11,2,14706,-94,-0.64,103,0.70,-205,-1.39,4215,0.42,132
110,Entry long,2026-06-23 05:45,L,73.53,2,14706,-94,-0.64,103,0.70,-205,-1.39,4215,0.42,132
111,Exit short,2026-06-24 13:55,flip,70.49,4,29068,852,2.93,1202,4.13,-214,-0.74,5067,0.51,192
111,Entry short,2026-06-23 21:55,S,72.67,4,29068,852,2.93,1202,4.13,-214,-0.74,5067,0.51,192
112,Exit long,2026-06-24 16:45,session 4:45,69.89,3,21147,-195,-0.92,1.5,0.01,-226.5,-1.07,4872,0.49,34
112,Entry long,2026-06-24 13:55,L,70.49,3,21147,-195,-0.92,1.5,0.01,-226.5,-1.07,4872,0.49,34
113,Exit long,2026-06-25 01:50,flip,69.39,6,41982,-378,-0.90,141,0.34,-591,-1.41,4494,0.45,77
113,Entry long,2026-06-24 19:25,L,69.97,6,41982,-378,-0.90,141,0.34,-591,-1.41,4494,0.45,77
114,Exit short,2026-06-25 02:10,flip,69.62,5,34695,-140,-0.40,72.5,0.21,-132.5,-0.38,4354,0.44,4
114,Entry short,2026-06-25 01:50,S,69.39,5,34695,-140,-0.40,72.5,0.21,-132.5,-0.38,4354,0.44,4
115,Exit long,2026-06-25 07:00,flip,69.32,4,27848,-140,-0.50,166,0.60,-310,-1.11,4214,0.42,58
115,Entry long,2026-06-25 02:10,L,69.62,4,27848,-140,-0.50,166,0.60,-310,-1.11,4214,0.42,58
116,Exit short,2026-06-25 07:25,flip,69.73,3,20796,-138,-0.66,4.5,0.02,-130.5,-0.63,4076,0.41,5
116,Entry short,2026-06-25 07:00,S,69.32,3,20796,-138,-0.66,4.5,0.02,-130.5,-0.63,4076,0.41,5
117,Exit long,2026-06-25 16:45,session 4:45,71.46,3,20919,504,2.41,823.5,3.94,-130.5,-0.62,4580,0.46,112
117,Entry long,2026-06-25 07:25,L,69.73,3,20919,504,2.41,823.5,3.94,-130.5,-0.62,4580,0.46,112
118,Exit short,2026-06-26 16:45,session 4:45,70.02,4,28612,584,2.04,1182,4.13,-74,-0.26,5164,0.52,234
118,Entry short,2026-06-25 21:15,S,71.53,4,28612,584,2.04,1182,4.13,-74,-0.26,5164,0.52,234
119,Exit long,2026-06-29 16:40,flip,70.49,3,20979,153,0.73,364.5,1.74,-160.5,-0.76,5317,0.53,240
119,Entry long,2026-06-28 20:40,L,69.93,3,20979,153,0.73,364.5,1.74,-160.5,-0.76,5317,0.53,240
120,Exit short,2026-06-29 16:45,session 4:45,70.5,6,42294,-36,-0.09,3,0.01,-27,-0.06,5281,0.53,1
120,Entry short,2026-06-29 16:40,S,70.49,6,42294,-36,-0.09,3,0.01,-27,-0.06,5281,0.53,1
121,Exit short,2026-06-30 16:45,session 4:45,70.04,6,42126,72,0.17,591,1.40,-849,-2.01,5353,0.54,241
121,Entry short,2026-06-29 20:40,S,70.21,6,42126,72,0.17,591,1.40,-849,-2.01,5353,0.54,241
122,Exit long,2026-07-01 09:30,flip,68.77,7,49077,-973,-1.98,3.5,0.01,-1361.5,-2.77,4380,0.44,151
122,Entry long,2026-06-30 20:55,L,70.11,7,49077,-973,-1.98,3.5,0.01,-1361.5,-2.77,4380,0.44,151
123,Exit short,2026-07-01 16:45,session 4:45,68.11,3,20631,183,0.89,253.5,1.23,-124.5,-0.60,4563,0.46,87
123,Entry short,2026-07-01 09:30,S,68.77,3,20631,183,0.89,253.5,1.23,-124.5,-0.60,4563,0.46,87
124,Exit short,2026-07-02 01:55,flip,67.88,7,47607,56,0.12,290.5,0.61,-108.5,-0.23,4619,0.46,84
124,Entry short,2026-07-01 18:55,S,68.01,7,47607,56,0.12,290.5,0.61,-108.5,-0.23,4619,0.46,84
125,Exit long,2026-07-02 08:40,flip,67.24,7,47516,-483,-1.02,241.5,0.51,-598.5,-1.26,4136,0.41,81
125,Entry long,2026-07-02 01:55,L,67.88,7,47516,-483,-1.02,241.5,0.51,-598.5,-1.26,4136,0.41,81
126,Exit short,2026-07-02 12:00,flip,67.76,4,26896,-228,-0.85,0,0.00,-350,-1.30,3908,0.39,40
126,Entry short,2026-07-02 08:40,S,67.24,4,26896,-228,-0.85,0,0.00,-350,-1.30,3908,0.39,40
127,Exit long,2026-07-02 16:45,session 4:45,68.47,3,20328,198,0.97,307.5,1.51,-7.5,-0.04,4106,0.41,57
127,Entry long,2026-07-02 12:00,L,67.76,3,20328,198,0.97,307.5,1.51,-7.5,-0.04,4106,0.41,57
128,Exit short,2026-07-02 21:25,flip,68.55,6,41034,-126,-0.31,3,0.01,-123,-0.30,3980,0.40,2
128,Entry short,2026-07-02 21:15,S,68.39,6,41034,-126,-0.31,3,0.01,-123,-0.30,3980,0.40,2
129,Exit long,2026-07-03 07:15,flip,68.48,6,41130,-72,-0.17,411,1.00,-261,-0.63,3908,0.39,118
129,Entry long,2026-07-02 21:25,L,68.55,6,41130,-72,-0.17,411,1.00,-261,-0.63,3908,0.39,118
130,Exit short,2026-07-03 11:40,flip,68.73,4,27392,-120,-0.44,150,0.55,-202,-0.74,3788,0.38,53
130,Entry short,2026-07-03 07:15,S,68.48,4,27392,-120,-0.44,150,0.55,-202,-0.74,3788,0.38,53
131,Exit long,2026-07-05 20:40,flip,68.29,4,27492,-196,-0.71,26,0.09,-218,-0.79,3592,0.36,48
131,Entry long,2026-07-03 11:40,L,68.73,4,27492,-196,-0.71,26,0.09,-218,-0.79,3592,0.36,48
132,Exit short,2026-07-06 11:25,flip,68.88,5,34145,-320,-0.94,227.5,0.67,-467.5,-1.37,3272,0.33,177
132,Entry short,2026-07-05 20:40,S,68.29,5,34145,-320,-0.94,227.5,0.67,-467.5,-1.37,3272,0.33,177
133,Exit long,2026-07-06 16:45,session 4:45,68.67,3,20664,-78,-0.38,40.5,0.20,-205.5,-0.99,3194,0.32,64
133,Entry long,2026-07-06 11:25,L,68.88,3,20664,-78,-0.38,40.5,0.20,-205.5,-0.99,3194,0.32,64
134,Exit long,2026-07-07 16:45,session 4:45,72.3,6,41340,2010,4.86,2151,5.20,-45,-0.11,5204,0.52,229
134,Entry long,2026-07-06 21:40,L,68.9,6,41340,2010,4.86,2151,5.20,-45,-0.11,5204,0.52,229
135,Exit long,2026-07-08 00:25,flip,72.26,3,21666,-3,-0.01,106.5,0.49,-46.5,-0.21,5201,0.52,28
135,Entry long,2026-07-07 22:05,L,72.22,3,21666,-3,-0.01,106.5,0.49,-46.5,-0.21,5201,0.52,28
136,Exit short,2026-07-08 16:45,session 4:45,74.77,5,36130,-1280,-3.54,212.5,0.59,-1922.5,-5.32,3921,0.39,196
136,Entry short,2026-07-08 00:25,S,72.26,5,36130,-1280,-3.54,212.5,0.59,-1922.5,-5.32,3921,0.39,196
137,Exit long,2026-07-09 01:30,flip,73.87,5,37200,-290,-0.78,67.5,0.18,-327.5,-0.88,3631,0.36,13
137,Entry long,2026-07-09 00:25,L,74.4,5,37200,-290,-0.78,67.5,0.18,-327.5,-0.88,3631,0.36,13
138,Exit short,2026-07-09 16:45,session 4:45,71.81,3,22161,603,2.72,730.5,3.30,-232.5,-1.05,4234,0.42,183
138,Entry short,2026-07-09 01:30,S,73.87,3,22161,603,2.72,730.5,3.30,-232.5,-1.05,4234,0.42,183
139,Exit short,2026-07-10 16:45,session 4:45,71.54,2,14328,10,0.07,169,1.18,-297,-2.07,4244,0.42,136
139,Entry short,2026-07-10 05:25,S,71.64,2,14328,10,0.07,169,1.18,-297,-2.07,4244,0.42,136
140,Exit long,2026-07-13 16:45,session 4:45,78.1,3,22320,1095,4.90,1249.5,5.60,-544.5,-2.44,5339,0.53,210
140,Entry long,2026-07-12 23:15,L,74.4,3,22320,1095,4.90,1249.5,5.60,-544.5,-2.44,5339,0.53,210
141,Exit long,2026-07-14 07:10,flip,80.45,2,15906,174,1.09,345,2.17,-149,-0.94,5513,0.55,99
141,Entry long,2026-07-13 22:55,L,79.53,2,15906,174,1.09,345,2.17,-149,-0.94,5513,0.55,99
142,Exit short,2026-07-14 16:45,session 4:45,79.92,2,16090,96,0.60,523,3.25,-105,-0.65,5609,0.56,115
142,Entry short,2026-07-14 07:10,S,80.45,2,16090,96,0.60,523,3.25,-105,-0.65,5609,0.56,115
143,Exit long,2026-07-15 06:55,flip,79.85,3,24060,-120,-0.50,214.5,0.89,-277.5,-1.15,5489,0.55,108
143,Entry long,2026-07-14 21:55,L,80.2,3,24060,-120,-0.50,214.5,0.89,-277.5,-1.15,5489,0.55,108
144,Exit short,2026-07-15 16:45,session 4:45,80.34,2,15970,-108,-0.68,329,2.06,-175,-1.10,5381,0.54,118
144,Entry short,2026-07-15 06:55,S,79.85,2,15970,-108,-0.68,329,2.06,-175,-1.10,5381,0.54,118
145,Exit long,2026-07-16 03:10,flip,79.27,3,24063,-297,-1.23,4.5,0.02,-328.5,-1.36,5084,0.51,57
145,Entry long,2026-07-15 22:25,L,80.21,3,24063,-297,-1.23,4.5,0.02,-328.5,-1.36,5084,0.51,57
146,Exit short,2026-07-16 16:45,session 4:45,79.66,3,23781,-132,-0.55,205.5,0.86,-487.5,-2.05,4952,0.50,163
146,Entry short,2026-07-16 03:10,S,79.27,3,23781,-132,-0.55,205.5,0.86,-487.5,-2.05,4952,0.50,163
147,Exit long,2026-07-17 16:45,session 4:45,81.7,5,39555,1270,3.21,1472.5,3.72,-602.5,-1.52,6222,0.62,241
147,Entry long,2026-07-16 20:40,L,79.11,5,39555,1270,3.21,1472.5,3.72,-602.5,-1.52,6222,0.62,241
